file,M,N,NNZ,Sparsity,alpha,K,BSMR,BSMR_Only_Tensor_core,BSMR_Only_CUDA_Core
./suiteSparse_dataset/cit-HepPh/cit-HepPh.mtx,34546,34546,421578,99.96,0.1,64,2107.89,1077.65,1981.1
./suiteSparse_dataset/bcircuit/bcircuit.mtx,68902,68902,375558,99.99,0.3,64,1997.65,1182.49,1997.65
./suiteSparse_dataset/Chevron1/Chevron1.mtx,37365,37365,330633,99.97,0.3,64,2056.18,1680.05,1820.67
./suiteSparse_dataset/ABACUS_shell_md/ABACUS_shell_md_M.mtx,23412,23412,206474,99.96,0.3,64,1940.55,1418.09,1743.87
./suiteSparse_dataset/windscreen/windscreen_M.mtx,22692,22692,752340,99.85,0.3,64,3886.05,3145.23,2893.62
./suiteSparse_dataset/viscoplastic2/viscoplastic2_C_1.mtx,32769,32769,381326,99.96,0.3,64,2002.76,1194.63,1929.79
./suiteSparse_dataset/TSOPF_FS_b300/TSOPF_FS_b300.mtx,29214,29214,2203949,99.74,0.5,64,7848.82,6028.31,4039.5
./suiteSparse_dataset/ABACUS_shell_md/ABACUS_shell_md.mtx,23412,23412,218484,99.96,0.3,64,1936.91,1476.24,1796.74
./suiteSparse_dataset/ABACUS_shell_ld/ABACUS_shell_ld_K.mtx,23412,23412,216082,99.96,0.3,64,1957.26,1429.11,1765.38
./suiteSparse_dataset/uni_chimera_i2/uni_chimera_i2_A_18.mtx,100000,100000,448987,99.99,0.1,64,1695.57,802.91,1690.46
./suiteSparse_dataset/preferentialAttachment/preferentialAttachment.mtx,100000,100000,499985,99.99,0.1,64,1680.06,828.89,1680.06
./suiteSparse_dataset/raefsky3/raefsky3.mtx,21200,21200,1488768,99.66,0.9,64,9592.58,9543.38,4307.78
./suiteSparse_dataset/worms20_10NN/worms20_10NN.mtx,20055,20055,120413,99.97,0.3,64,1730.07,1131.7,1654.02
./suiteSparse_dataset/F2/F2.mtx,71505,71505,2682895,99.94,0.3,64,4612.96,3478.86,2939.19
./suiteSparse_dataset/pli/pli.mtx,22695,22695,686502,99.86,0.5,64,3446.3,2546.37,2899.08
./suiteSparse_dataset/ted_A/ted_A.mtx,10605,10605,424587,99.62,0.3,64,4824.85,3561.97,3067.83
./suiteSparse_dataset/TSOPF_FS_b300_c1/TSOPF_FS_b300_c1.mtx,29214,29214,2203949,99.74,0.5,64,7962.24,6054.8,4075.35
./suiteSparse_dataset/ch7-8-b3/ch7-8-b3.mtx,58800,11760,235200,99.96,0.3,64,1719.3,1324.32,1633.33
./suiteSparse_dataset/viscoplastic2/viscoplastic2_C_6.mtx,32769,32769,381326,99.96,0.3,64,2019.74,1191.64,2002.76
./suiteSparse_dataset/HEP-th-new/HEP-th-new.mtx,27770,27770,352807,99.95,0.1,64,1977.62,854.67,1876.63
./suiteSparse_dataset/case39/case39_A_01.mtx,40216,40216,526139,99.96,0.7,64,4298.52,3355.48,2728.94
./suiteSparse_dataset/olesnik0/olesnik0.mtx,88263,88263,402623,99.99,0.5,64,1981.41,1425.72,1958.28
./suiteSparse_dataset/viscoplastic2/viscoplastic2.mtx,32769,32769,381326,99.96,0.3,64,2019.74,1185.72,2019.74
./suiteSparse_dataset/case39/case39_A_05.mtx,40216,40216,526144,99.96,0.5,64,4243.1,2962.52,2775.02
./suiteSparse_dataset/std1_Jac3_db/std1_Jac3_db.mtx,21982,21982,531826,99.88,0.5,64,4616.54,2638.03,3021.74
./suiteSparse_dataset/lhr14/lhr14.mtx,14270,14270,307858,99.84,0.1,64,4093.86,2263.66,2515.18
./suiteSparse_dataset/ABACUS_shell_ud/ABACUS_shell_ud_K.mtx,23412,23412,216082,99.96,0.3,64,1957.26,1429.11,1776.99
./suiteSparse_dataset/FEM_3D_thermal1/FEM_3D_thermal1.mtx,17880,17880,430740,99.86,0.5,64,3148.68,2382.41,2678.73
./suiteSparse_dataset/gyro_m/gyro_m.mtx,17361,17361,178896,99.94,0.3,64,2014.59,1424.33,1911.28
./suiteSparse_dataset/c-71/c-71.mtx,76638,76638,468096,99.99,0.3,64,2038.75,224.01,1956.92
./suiteSparse_dataset/cond-mat-2003/cond-mat-2003.mtx,31163,31163,120029,99.98,0.1,64,1402.21,798.07,1402.21
./suiteSparse_dataset/deltaX/deltaX.mtx,68600,21961,247424,99.98,0.1,64,1438.51,563.35,1425.25
./suiteSparse_dataset/uni_chimera_i2/uni_chimera_i2_A_19.mtx,100000,100000,448987,99.99,0.1,64,1695.57,802.91,1695.57
./suiteSparse_dataset/jan99jac100/jan99jac100.mtx,34454,34454,215862,99.98,0.1,64,1860.88,1092.42,1860.88
./suiteSparse_dataset/std1_Jac2_db/std1_Jac2_db.mtx,21982,21982,498771,99.89,0.5,64,4299.75,2085.16,2899.83
./suiteSparse_dataset/apache1/apache1.mtx,80800,80800,311492,99.99,0.3,64,1582.78,1209.21,1563.71
./suiteSparse_dataset/std1_Jac3/std1_Jac3.mtx,21982,21982,1455848,99.69,0.5,64,4572.39,2696.01,3401.51
./suiteSparse_dataset/jan99jac080sc/jan99jac080sc.mtx,27534,27534,171522,99.97,0.1,64,1715.22,988.03,1675.02
./suiteSparse_dataset/Franz11/Franz11.mtx,47104,30144,329728,99.97,0.7,64,2102.86,1268.18,2081.62
./suiteSparse_dataset/shyy161/shyy161.mtx,76480,76480,329762,99.99,0.1,64,1792.18,1249.1,1761.55
./suiteSparse_dataset/pdb1HYS/pdb1HYS.mtx,36417,36417,2190591,99.83,0.3,64,5531.8,4829.35,3675.49
./suiteSparse_dataset/c-64/c-64.mtx,51035,51035,384438,99.98,0.7,64,2699.7,1841.18,2154.92
./suiteSparse_dataset/lhr71c/lhr71c.mtx,70304,70304,1528092,99.96,0.3,64,5684.87,3603.99,3576.99
./suiteSparse_dataset/onetone2/onetone2.mtx,36057,36057,227628,99.98,0.3,64,1935.61,1348.51,1896.9
./suiteSparse_dataset/TSOPF_RS_b2383/TSOPF_RS_b2383.mtx,38120,38120,16171169,98.88,0.9,64,9870.1,9584.62,3349.46
./suiteSparse_dataset/ifiss_mat/ifiss_mat.mtx,96307,96307,3599932,99.96,0.7,64,2784.6,1961.6,2568.44
./suiteSparse_dataset/fxm3_16/fxm3_16.mtx,41340,85575,392252,99.98,0.1,64,2622.01,1836.39,2380.17
./suiteSparse_dataset/net50/net50.mtx,16320,16320,480760,99.81,0.7,64,3686.81,2329.26,2834.67
./suiteSparse_dataset/uni_chimera_i2/uni_chimera_i2_A_20.mtx,100000,100000,448987,99.99,0.1,64,1695.57,801.76,1685.39
./suiteSparse_dataset/mark3jac040/mark3jac040.mtx,18289,18289,113435,99.96,0.3,64,1629.81,1143.5,1629.81
./suiteSparse_dataset/pkustk13/pkustk13.mtx,94893,94893,3355860,99.96,0.3,64,3516.2,2644.91,2634.94
./suiteSparse_dataset/Zd_Jac3_db/Zd_Jac3_db.mtx,22835,22835,713907,99.86,0.3,64,4746.72,3781.29,3142.2
./suiteSparse_dataset/uni_chimera_i2/uni_chimera_i2_A_07.mtx,100000,100000,448987,99.99,0.1,64,1690.46,801.76,1685.39
./suiteSparse_dataset/wiki-RfA/wiki-RfA_Positive.mtx,11380,11380,139326,99.89,0.3,64,1583.25,989.53,1568.99
./suiteSparse_dataset/uni_chimera_i2/uni_chimera_i2_A_12.mtx,100000,100000,448987,99.99,0.1,64,1705.88,802.91,1705.88
./suiteSparse_dataset/pattern1/pattern1.mtx,19242,19242,4671337,98.73,0.9,64,8401.69,3196.04,3187.32
./suiteSparse_dataset/Zd_Jac2_db/Zd_Jac2_db.mtx,22835,22835,676439,99.87,0.3,64,4671.54,3423.27,2966.84
./suiteSparse_dataset/viscoplastic2/viscoplastic2_C_2.mtx,32769,32769,381326,99.96,0.3,64,2037,1185.72,2037
./suiteSparse_dataset/g7jac040/g7jac040.mtx,11790,11790,114671,99.91,0.5,64,1748.03,1194.49,1748.03
./suiteSparse_dataset/xenon1/xenon1.mtx,48600,48600,1181120,99.94,0.3,64,3540.53,3449.53,3154.7
./suiteSparse_dataset/ex11/ex11.mtx,16614,16614,1096948,99.6,0.5,64,4845.18,4130.08,3480.16
./suiteSparse_dataset/skirt/skirt.mtx,12598,12598,104559,99.93,0.3,64,1613.56,1136.51,1593.89
./suiteSparse_dataset/Zhao2/Zhao2.mtx,33861,33861,166453,99.98,0.1,64,1541.23,870.57,1529.9
./suiteSparse_dataset/ABACUS_shell_ud/ABACUS_shell_ud.mtx,23412,23412,218484,99.96,0.3,64,1950.75,1476.24,1785
./suiteSparse_dataset/gyro_k/gyro_k.mtx,17361,17361,519260,99.82,0.3,64,4843.84,3605.97,3181.74
./suiteSparse_dataset/pcrystk02/pcrystk02.mtx,13965,13965,491274,99.74,0.5,64,3814.24,2669.97,2804.08
./suiteSparse_dataset/TSOPF_FS_b300_c2/TSOPF_FS_b300_c2.mtx,56814,56814,4391071,99.86,0.7,64,8083.71,6352.82,3102.79
./suiteSparse_dataset/cbuckle/cbuckle.mtx,13681,13681,345098,99.81,0.5,64,3243.4,2235.09,2493.48
./suiteSparse_dataset/cage11/cage11.mtx,39082,39082,559722,99.96,0.3,64,1970.85,1369.18,1911.62
./suiteSparse_dataset/ABACUS_shell_ud/ABACUS_shell_ud_M.mtx,23412,23412,206474,99.96,0.3,64,1970.17,1418.09,1720.62
./suiteSparse_dataset/scfxm1-2r/scfxm1-2r_A_8.mtx,19036,33047,111052,99.98,0.1,64,1559.72,841.3,1559.72
./suiteSparse_dataset/scfxm1-2b/scfxm1-2b.mtx,19036,33047,111052,99.98,0.3,64,1559.72,1043.72,1525.44
./suiteSparse_dataset/consph/consph.mtx,83334,83334,3046907,99.95,0.5,64,3992.28,3219.47,2590.91
./suiteSparse_dataset/nd12k/nd12k.mtx,36000,36000,7128473,99.44,0.5,64,5358.14,4626.48,3084.32
./suiteSparse_dataset/trdheim/trdheim.mtx,22098,22098,978711,99.79,0.5,64,4993.42,3485.44,3342.59
./suiteSparse_dataset/crystm03/crystm03.mtx,24696,24696,304233,99.95,0.3,64,2160.75,1440.5,2001.53
./suiteSparse_dataset/nv1/nv1.mtx,75468,75468,2449194,99.95,0.3,64,2758.1,1861.09,2618.9
./suiteSparse_dataset/wiki-RfA/wiki-RfA.mtx,11380,11380,188077,99.85,0.1,64,1691.34,897.31,1667.35
./suiteSparse_dataset/n4c6-b12/n4c6-b12.mtx,25605,69235,332865,99.98,0.1,64,1644.59,1080.73,1618.99
./suiteSparse_dataset/cit-HepTh/cit-HepTh.mtx,27770,27770,352807,99.95,0.1,64,1977.62,857.99,1968.79
./suiteSparse_dataset/TEM27623/TEM27623.mtx,27623,27623,233546,99.96,0.3,64,1920.61,1280.41,1813.25
./suiteSparse_dataset/OPF_10000/OPF_10000.mtx,43887,43887,255799,99.98,0.3,64,2062.9,1384.19,2062.9
./suiteSparse_dataset/chipcool0/chipcool0.mtx,20082,20082,281150,99.93,0.3,64,2282.06,1489.14,2079.51
./suiteSparse_dataset/cz20468/cz20468.mtx,20468,20468,206076,99.95,0.3,64,2164.66,1561.18,2164.66
./suiteSparse_dataset/uni_chimera_i2/uni_chimera_i2_A_05.mtx,100000,100000,448987,99.99,0.1,64,1700.71,802.91,1690.46
./suiteSparse_dataset/ABACUS_shell_md/ABACUS_shell_md_K.mtx,23412,23412,216082,99.96,0.5,64,1943.18,1399.49,1765.38
./suiteSparse_dataset/uni_chimera_i2/uni_chimera_i2_A_23.mtx,100000,100000,448987,99.99,0.1,64,1695.57,802.91,1690.46
./suiteSparse_dataset/c-59/c-59.mtx,41282,41282,260909,99.98,0.3,64,1964.68,441.92,1772.48
./suiteSparse_dataset/nv2010/nv2010.mtx,84538,84538,208499,99.99,0.1,64,1350.38,742.52,1343.42
./suiteSparse_dataset/m_t1/m_t1.mtx,97578,97578,4925574,99.94,0.5,64,4287.58,3089.3,2829.49
./suiteSparse_dataset/sctap1-2r/sctap1-2r.mtx,28830,63426,186366,99.98,0.3,64,1712.92,1068.61,1712.92
./suiteSparse_dataset/lhr10/lhr10.mtx,10672,10672,232633,99.79,0.5,64,3304.45,2326.33,2769.44
./suiteSparse_dataset/p010/p010.mtx,10090,19090,118000,99.93,0.9,64,1940.79,716.02,1820.99
./suiteSparse_dataset/ncvxbqp1/ncvxbqp1.mtx,50000,50000,199984,99.99,0.1,64,1420.34,889.61,1420.34
./suiteSparse_dataset/RFdevice/RFdevice.mtx,74104,74104,365580,99.99,0.3,64,1744.18,663.24,1730.97
./suiteSparse_dataset/bcsstk31/bcsstk31.mtx,35588,35588,608502,99.95,0.3,64,3223,2631.93,2786.18
./suiteSparse_dataset/vsp_c-60_data_cti_cs4/vsp_c-60_data_cti_cs4.mtx,85830,85830,241080,99.99,0.1,64,1655.77,375.28,1655.77
./suiteSparse_dataset/TSOPF_RS_b678_c1/TSOPF_RS_b678_c1.mtx,18696,18696,4396289,98.74,0.1,64,12691.4,11124.2,3354.92
./suiteSparse_dataset/venkat50/venkat50.mtx,62424,62424,1717792,99.95,0.3,64,4880.09,4880.09,3918.32
./suiteSparse_dataset/case39/case39_A_10.mtx,40216,40216,526144,99.96,0.5,64,4243.1,2975.93,2786.78
./suiteSparse_dataset/lowThrust_9/lowThrust_9.mtx,18044,18044,114806,99.96,0.1,64,1594.53,963.14,1510.61
./suiteSparse_dataset/helm3d01/helm3d01.mtx,32226,32226,230335,99.97,0.3,64,1788.32,1219.99,1788.32
./suiteSparse_dataset/scfxm1-2b/scfxm1-2b_A_3.mtx,19036,33047,111052,99.98,0.1,64,1559.72,841.3,1542.39
./suiteSparse_dataset/viscoplastic2/viscoplastic2_C_3.mtx,32769,32769,381326,99.96,0.3,64,2019.74,1182.77,2019.74
./suiteSparse_dataset/e18/e18.mtx,24617,38602,156466,99.98,0.5,64,1671.65,1417.26,1540.02
./suiteSparse_dataset/Zd_Jac2/Zd_Jac2.mtx,22835,22835,1642833,99.68,0.5,64,4889.38,2997.87,3451.33
./suiteSparse_dataset/mario001/mario001.mtx,38434,38434,114643,99.99,0.1,64,1257.05,818.88,1257.05
./suiteSparse_dataset/cat_ears_4_4/cat_ears_4_4.mtx,19020,44448,132888,99.98,0.3,64,1372.81,897.89,1372.81
./suiteSparse_dataset/jan99jac100sc/jan99jac100sc.mtx,34454,34454,215862,99.98,0.1,64,1873.8,1083.64,1873.8
./suiteSparse_dataset/lowThrust_5/lowThrust_5.mtx,16262,16262,103701,99.96,0.3,64,1640.84,1071.29,1561.76
./suiteSparse_dataset/bcsstk35/bcsstk35.mtx,30237,30237,740200,99.91,0.3,64,3043.59,2378.53,2778.53
./suiteSparse_dataset/t3dh_a/t3dh_a.mtx,79171,79171,2215638,99.96,0.3,64,3596.82,2529.27,2994.11
./suiteSparse_dataset/nsct/nsct_A_1.mtx,22901,37461,678739,99.92,0.3,64,4350.89,2856.65,3119.2
./suiteSparse_dataset/dbir2/dbir2.mtx,18906,45877,1158159,99.86,0.3,64,3406.35,1907.38,3406.35
./suiteSparse_dataset/TSOPF_RS_b39_c30/TSOPF_RS_b39_c30.mtx,60098,60098,1079986,99.97,0.7,64,4891.24,3813.51,3409.05
./suiteSparse_dataset/net125/net125.mtx,36720,36720,1306960,99.9,0.9,64,3965.29,2713.79,3042.27
./suiteSparse_dataset/TSOPF_RS_b300_c1/TSOPF_RS_b300_c1.mtx,14538,14538,1474325,99.3,0.1,64,9033.85,6653.09,3921.08
./suiteSparse_dataset/pfinan512/pfinan512.mtx,74752,74752,335872,99.99,0.1,64,1727.74,1099.06,1633.62
./suiteSparse_dataset/c-50/c-50.mtx,22401,22401,108013,99.97,0.1,64,1436.34,475.41,1406.42
./suiteSparse_dataset/uni_chimera_i2/uni_chimera_i2_A_21.mtx,100000,100000,448987,99.99,0.1,64,1700.71,801.76,1690.46
./suiteSparse_dataset/ns3Da/ns3Da.mtx,20414,20414,1679599,99.59,0.3,64,4524.78,4190.62,3481.76
./suiteSparse_dataset/c-64b/c-64b.mtx,51035,51035,384438,99.98,0.5,64,2684.62,1841.18,2184.31
./suiteSparse_dataset/mark3jac080/mark3jac080.mtx,36609,36609,227955,99.98,0.3,64,1951.67,1277.77,1951.67
./suiteSparse_dataset/ABACUS_shell_hd/ABACUS_shell_hd_M.mtx,23412,23412,206474,99.96,0.3,64,1955.25,1402.68,1720.62
./suiteSparse_dataset/raefsky4/raefsky4.mtx,19779,19779,674195,99.82,0.5,64,4256.28,3253.84,3216.58
./suiteSparse_dataset/nsct/nsct.mtx,23003,37563,697738,99.91,0.5,64,4233.85,3114.9,3126.07
./suiteSparse_dataset/TSOPF_FS_b39_c7/TSOPF_FS_b39_c7.mtx,28216,28216,368599,99.95,0.9,64,3938.02,2809.44,2617.89
./suiteSparse_dataset/cond-mat-2005/cond-mat-2005.mtx,40421,40421,175693,99.98,0.1,64,1591.42,907.51,1591.42
./suiteSparse_dataset/Si10H16/Si10H16.mtx,17077,17077,446500,99.84,0.3,64,3189.29,2163.28,2548.52
./suiteSparse_dataset/c-67/c-67.mtx,57975,57975,294955,99.99,0.1,64,2083.02,1010.12,1982.22
./suiteSparse_dataset/gupta1/gupta1.mtx,31802,31802,1098006,99.89,0.7,64,5671.52,4329.68,3492.39
./suiteSparse_dataset/msc10848/msc10848.mtx,10848,10848,620313,99.47,0.5,64,5203.97,3540.6,3164.86
./suiteSparse_dataset/mouse_gene/mouse_gene.mtx,45101,45101,14506196,99.28,0.3,64,2854.65,2138.04,2770.05
./suiteSparse_dataset/garon2/garon2.mtx,13535,13535,390607,99.78,0.5,64,3616.73,2583.38,2743.03
./suiteSparse_dataset/viscoplastic2/viscoplastic2_C_7.mtx,32769,32769,381326,99.96,0.3,64,2019.74,1185.72,2002.76
./suiteSparse_dataset/Trefethen_20000b/Trefethen_20000b.mtx,19999,19999,287217,99.92,0.5,64,2075.27,1483.56,1961.86
./suiteSparse_dataset/c-62/c-62.mtx,41731,41731,300537,99.98,0.3,64,2052.85,333.93,1926.52
./suiteSparse_dataset/olafu/olafu.mtx,16146,16146,515651,99.8,0.3,64,4604.03,3641.6,3113.83
./suiteSparse_dataset/sme3Db/sme3Db.mtx,29067,29067,2081063,99.75,0.3,64,4394.14,4175.49,3544.04
./suiteSparse_dataset/uni_chimera_i2/uni_chimera_i2_A_16.mtx,100000,100000,448987,99.99,0.1,64,1695.57,801.76,1685.39
./suiteSparse_dataset/g7jac040sc/g7jac040sc.mtx,11790,11790,114671,99.91,0.3,64,1748.03,1165.36,1748.03
./suiteSparse_dataset/Zd_Jac6_db/Zd_Jac6_db.mtx,22835,22835,663643,99.87,0.1,64,4533.08,3016.56,3005.63
./suiteSparse_dataset/t3dh/t3dh.mtx,79171,79171,2215638,99.96,0.3,64,3610.88,2526.96,3007.11
./suiteSparse_dataset/mark3jac140/mark3jac140.mtx,64089,64089,399735,99.99,0.3,64,2135.34,1496.01,2064.75
./suiteSparse_dataset/bcsstm36/bcsstm36.mtx,23052,23052,166389,99.96,0.3,64,2144.19,1637.69,1943.8
./suiteSparse_dataset/uni_chimera_i2/uni_chimera_i2_A_02.mtx,100000,100000,448987,99.99,0.1,64,1700.71,802.91,1700.71
./suiteSparse_dataset/lowThrust_10/lowThrust_10.mtx,18260,18260,116074,99.96,0.3,64,1612.14,1170.1,1511.38
./suiteSparse_dataset/pwt/pwt.mtx,36519,36519,181313,99.98,0.1,64,1857.72,1174.31,1842.61
./suiteSparse_dataset/mycielskian15/mycielskian15.mtx,24575,24575,5555555,99.08,0.7,64,3366.19,1671.75,2976.62
./suiteSparse_dataset/sd2010/sd2010.mtx,88360,88360,205361,99.99,0.1,64,1330.06,809.78,1330.06
./suiteSparse_dataset/scfxm1-2r/scfxm1-2r_A_9.mtx,37980,65943,221388,99.99,0.3,64,1844.9,1330.46,1844.9
./suiteSparse_dataset/Goodwin_071/Goodwin_071.mtx,56021,56021,1797934,99.94,0.5,64,4494.83,3720.89,3457.57
./suiteSparse_dataset/mycielskian16/mycielskian16.mtx,49151,49151,16691240,99.3,0.7,64,3142.18,1333.42,3069.15
./suiteSparse_dataset/2D_54019_highK/2D_54019_highK.mtx,54019,54019,996414,99.96,0.3,64,3479.1,1751.78,3185.47
./suiteSparse_dataset/pkustk09/pkustk09.mtx,33960,33960,808800,99.92,0.3,64,4493.33,3815.09,3230.03
./suiteSparse_dataset/c-52/c-52.mtx,23948,23948,113332,99.98,0.3,64,1460.46,472.22,1402.62
./suiteSparse_dataset/lhr17/lhr17.mtx,17576,17576,381975,99.87,0.1,64,4635.62,2473.93,2984.18
./suiteSparse_dataset/av41092/av41092.mtx,41092,41092,1683902,99.9,0.5,64,3827.05,2891.32,3827.05
./suiteSparse_dataset/conf6_0-8x8-80/conf6_0-8x8-80.mtx,49152,49152,1916928,99.92,0.5,64,4437.33,4278.86,3686.4
./suiteSparse_dataset/gyro/gyro.mtx,17361,17361,519260,99.82,0.3,64,4772.61,3566.35,3181.74
./suiteSparse_dataset/rajat22/rajat22.mtx,39899,39899,197264,99.98,0.3,64,1724.34,114,1712.36
./suiteSparse_dataset/vanbody/vanbody.mtx,47072,47072,1191985,99.94,0.3,64,3931.35,3340.77,3176.93
./suiteSparse_dataset/nsct/nsct_A_2.mtx,23003,37563,697738,99.91,0.5,64,4213.39,2986.89,3126.07
./suiteSparse_dataset/EAT_SR/EAT_SR.mtx,23219,23219,325589,99.93,0.1,64,1884.2,1124.27,1717.24
./suiteSparse_dataset/SiO/SiO.mtx,33401,33401,675528,99.93,0.3,64,2307.13,1755.53,2307.13
./suiteSparse_dataset/windscreen/windscreen.mtx,22692,22692,752541,99.85,0.3,64,3887.09,3094.33,2912.31
./suiteSparse_dataset/bauru5727/bauru5727.mtx,40366,40366,145019,99.99,0.3,64,1394.41,954.07,1285.63
./suiteSparse_dataset/bundle1/bundle1.mtx,10581,10581,390741,99.65,0.9,64,4835.9,3938.92,3111
./suiteSparse_dataset/flower_7_4/flower_7_4.mtx,27693,67593,202218,99.98,0.1,64,1469.61,939.67,1469.61
./suiteSparse_dataset/g7jac200sc/g7jac200sc.mtx,59310,59310,837936,99.97,0.5,64,3154.88,2164.09,2830.87
./suiteSparse_dataset/std1_Jac2/std1_Jac2.mtx,21982,21982,1248731,99.74,0.5,64,4498.31,3393.29,3371.3
./suiteSparse_dataset/scagr7-2r/scagr7-2r.mtx,32847,46679,120141,99.99,0.3,64,1390.52,893.91,1377.76
./suiteSparse_dataset/sparsine/sparsine.mtx,50000,50000,799494,99.96,0.1,64,1903.56,1117.86,1892.74
./suiteSparse_dataset/sctap1-2r/sctap1-2r_A_11.mtx,28830,63426,186366,99.98,0.3,64,1700.42,1063.73,1700.42
./suiteSparse_dataset/ca-AstroPh/ca-AstroPh.mtx,18772,18772,198110,99.94,0.1,64,1834.35,1002.58,1834.35
./suiteSparse_dataset/p2p-Gnutella31/p2p-Gnutella31.mtx,62586,62586,147892,99.99,0.1,64,1177.48,742.43,1155.41
./suiteSparse_dataset/wang3/wang3.mtx,26064,26064,177168,99.97,0.1,64,1861.01,1002.08,1785.97
./suiteSparse_dataset/wathen120/wathen120.mtx,36441,36441,301101,99.97,0.3,64,2114.47,2002,2102.66
./suiteSparse_dataset/tsyl201/tsyl201.mtx,20685,20685,1237821,99.71,0.5,64,5227.28,4181.83,3500.63
./suiteSparse_dataset/viscorocks/viscorocks.mtx,37762,37762,1162244,99.91,0.3,64,4375.92,3763.74,3483.94
./suiteSparse_dataset/mark3jac100sc/mark3jac100sc.mtx,45769,45769,285215,99.98,0.3,64,1896.38,1117.61,1818.97
./suiteSparse_dataset/copter2/copter2.mtx,55476,55476,407714,99.98,0.3,64,1887.56,1296.8,1820.15
./suiteSparse_dataset/bcsstk25/bcsstk25.mtx,15439,15439,133840,99.94,0.5,64,1945.35,1327.78,1838.46
./suiteSparse_dataset/JP/JP.mtx,87616,67320,13734559,99.76,0.5,64,3385.56,2281.79,2933.73
./suiteSparse_dataset/vibrobox/vibrobox.mtx,12328,12328,177578,99.88,0.3,64,1964.36,1441.38,1964.36
./suiteSparse_dataset/TF16/TF16.mtx,15437,19321,216173,99.92,0.1,64,1688.85,997.11,1589.51
./suiteSparse_dataset/nh2010/nh2010.mtx,48837,48837,117275,99.99,0.1,64,1172.75,732.97,1172.75
./suiteSparse_dataset/TSOPF_RS_b162_c3/TSOPF_RS_b162_c3.mtx,15374,15374,610299,99.74,0.3,64,6202.23,5085.82,3436.37
./suiteSparse_dataset/venkat01/venkat01.mtx,62424,62424,1717792,99.95,0.3,64,4869.02,4869.02,3904.07
./suiteSparse_dataset/human_gene2/human_gene2.mtx,14340,14340,9041364,95.6,0.5,64,4279.33,3989.31,3029.95
./suiteSparse_dataset/finan512/finan512.mtx,74752,74752,335872,99.99,0.1,64,1706.67,1082.06,1679.36
./suiteSparse_dataset/uni_chimera_i2/uni_chimera_i2_A_04.mtx,100000,100000,448987,99.99,0.1,64,1695.57,801.76,1685.39
./suiteSparse_dataset/Ill_Stokes/Ill_Stokes.mtx,20896,20896,191368,99.95,0.3,64,1573.75,1077.52,1485.78
./suiteSparse_dataset/memplus/memplus.mtx,17758,17758,126150,99.96,0.3,64,1642.58,439.24,1642.58
./suiteSparse_dataset/nmos3/nmos3.mtx,18588,18588,386594,99.88,0.5,64,3265.15,2584.18,2793.31
./suiteSparse_dataset/lhr11/lhr11.mtx,10964,10964,233741,99.8,0.1,64,3320.18,1861,2782.63
./suiteSparse_dataset/ramage02/ramage02.mtx,16830,16830,1441591,99.49,0.5,64,5613.67,4692.68,3754.14
./suiteSparse_dataset/crystk03/crystk03.mtx,24696,24696,887937,99.85,0.5,64,4095.65,3274.1,3066.08
./suiteSparse_dataset/af23560/af23560.mtx,23560,23560,484256,99.91,0.3,64,4008.74,3041.81,2981.87
./suiteSparse_dataset/jan99jac120/jan99jac120.mtx,41374,41374,260202,99.98,0.1,64,1913.25,1087.8,1817.05
./suiteSparse_dataset/gyro/gyro_M.mtx,17361,17361,178896,99.94,0.3,64,2014.59,1415.32,1911.28
./suiteSparse_dataset/conf5_4-8x8-05/conf5_4-8x8-05.mtx,49152,49152,1916928,99.92,0.5,64,4462.12,4294.19,3663.85
./suiteSparse_dataset/vsp_bcsstk30_500sep_10in_1Kout/vsp_bcsstk30_500sep_10in_1Kout.mtx,58348,58348,2016578,99.94,0.3,64,3988.48,2776.13,3347.57
./suiteSparse_dataset/Chevron2/Chevron2.mtx,90249,90249,803173,99.99,0.5,64,2297.41,1957.05,2231.04
./suiteSparse_dataset/viscoplastic2/viscoplastic2_C_4.mtx,32769,32769,381326,99.96,0.3,64,2028.33,1185.72,2011.21
./suiteSparse_dataset/pkustk08/pkustk08.mtx,22209,22209,1624440,99.67,0.3,64,4928.52,4283.86,3525.26
./suiteSparse_dataset/cbuckle/cbuckle_G.mtx,13681,13681,263754,99.85,0.3,64,2724.73,1928.03,2242.81
./suiteSparse_dataset/pkustk02/pkustk02.mtx,10800,10800,410400,99.64,0.3,64,4794.39,3638.3,3071.86
./suiteSparse_dataset/loc-Brightkite/loc-Brightkite.mtx,58228,58228,214078,99.99,0.1,64,1415.86,623.77,1415.86
./suiteSparse_dataset/finance256/finance256.mtx,37376,37376,167936,99.98,0.1,64,1566.57,937.14,1566.57
./suiteSparse_dataset/vsp_msc10848_300sep_100in_1Kout/vsp_msc10848_300sep_100in_1Kout.mtx,21996,21996,1221028,99.74,0.3,64,4287.32,2874.36,3199.76
./suiteSparse_dataset/vsp_south31_slptsk/vsp_south31_slptsk.mtx,39668,39668,189914,99.98,0.3,64,1758.46,1130.44,1758.46
./suiteSparse_dataset/jan99jac060/jan99jac060.mtx,20614,20614,127182,99.97,0.1,64,1574.03,913.66,1445.25
./suiteSparse_dataset/ncvxqp5/ncvxqp5.mtx,62500,62500,237483,99.99,0.3,64,1349.34,948.41,1285.08
